epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,228.968,1.02993,0.65553,0.91817,0.75398,0.75282,0.66701,0.27767,2.13924,1.17235,1.40947,0.00105968,0.00105968,0.00105968
370,229.814,1.14013,0.76288,0.94307,0.75398,0.75282,0.66701,0.27767,2.13924,1.17235,1.40947,0.00105803,0.00105803,0.00105803
371,230.614,0.81857,0.58481,0.86531,0.75398,0.75282,0.66701,0.27767,2.13924,1.17235,1.40947,0.00105638,0.00105638,0.00105638
372,231.241,1.01622,0.68028,0.93007,0.76398,0.7859,0.72386,0.30035,2.15278,1.1229,1.40075,0.00105473,0.00105473,0.00105473
373,231.799,1.06802,0.68208,0.88792,0.76398,0.7859,0.72386,0.30035,2.15278,1.1229,1.40075,0.00105308,0.00105308,0.00105308
374,232.307,0.98263,0.66064,0.93672,0.76398,0.7859,0.72386,0.30035,2.15278,1.1229,1.40075,0.00105143,0.00105143,0.00105143
375,232.8,0.96808,0.62471,0.88407,0.76398,0.7859,0.72386,0.30035,2.15278,1.1229,1.40075,0.00104978,0.00104978,0.00104978
376,233.404,0.94703,0.6306,0.90934,0.76008,0.7859,0.71727,0.30994,2.12964,1.10963,1.38277,0.00104813,0.00104813,0.00104813
377,233.955,0.87717,0.63736,0.86176,0.76008,0.7859,0.71727,0.30994,2.12964,1.10963,1.38277,0.00104648,0.00104648,0.00104648
378,234.519,0.91454,0.63666,0.88691,0.76008,0.7859,0.71727,0.30994,2.12964,1.10963,1.38277,0.00104483,0.00104483,0.00104483
379,235.085,0.89597,0.62484,0.8675,0.76008,0.7859,0.71727,0.30994,2.12964,1.10963,1.38277,0.00104318,0.00104318,0.00104318
380,235.672,1.00707,0.66451,0.92314,0.74181,0.7859,0.72025,0.30765,2.09253,1.07401,1.36296,0.00104152,0.00104152,0.00104152
381,236.188,0.87687,0.62286,0.89073,0.74181,0.7859,0.72025,0.30765,2.09253,1.07401,1.36296,0.00103987,0.00103987,0.00103987
382,236.703,1.03212,0.64307,0.87648,0.74181,0.7859,0.72025,0.30765,2.09253,1.07401,1.36296,0.00103822,0.00103822,0.00103822
383,237.282,0.87804,0.60648,0.87572,0.74181,0.7859,0.72025,0.30765,2.09253,1.07401,1.36296,0.00103657,0.00103657,0.00103657
384,237.817,1.00869,0.63131,0.91715,0.71215,0.77308,0.69344,0.30352,2.11079,1.0843,1.37083,0.00103492,0.00103492,0.00103492
385,238.336,0.93337,0.63719,0.8928,0.71215,0.77308,0.69344,0.30352,2.11079,1.0843,1.37083,0.00103327,0.00103327,0.00103327
386,238.86,0.9376,0.65098,0.90082,0.71215,0.77308,0.69344,0.30352,2.11079,1.0843,1.37083,0.00103162,0.00103162,0.00103162
387,239.495,1.02485,0.66136,0.9189,0.71215,0.77308,0.69344,0.30352,2.11079,1.0843,1.37083,0.00102997,0.00102997,0.00102997
388,240.001,1.07979,0.7413,0.9654,0.70477,0.76729,0.68283,0.29561,2.12593,1.1157,1.37015,0.00102832,0.00102832,0.00102832
389,240.478,0.77692,0.57536,0.87088,0.70477,0.76729,0.68283,0.29561,2.12593,1.1157,1.37015,0.00102667,0.00102667,0.00102667
390,241.295,1.03328,0.65154,0.88595,0.70477,0.76729,0.68283,0.29561,2.12593,1.1157,1.37015,0.00102502,0.00102502,0.00102502
391,242.077,1.09407,0.66734,0.9162,0.70477,0.76729,0.68283,0.29561,2.12593,1.1157,1.37015,0.00102337,0.00102337,0.00102337
392,242.994,0.97575,0.61722,0.91625,0.7098,0.77308,0.69935,0.31436,2.12591,1.10523,1.36601,0.00102172,0.00102172,0.00102172
393,243.808,0.80994,0.55816,0.86922,0.7098,0.77308,0.69935,0.31436,2.12591,1.10523,1.36601,0.00102007,0.00102007,0.00102007
394,244.756,1.08218,0.66538,0.90321,0.7098,0.77308,0.69935,0.31436,2.12591,1.10523,1.36601,0.00101842,0.00101842,0.00101842
395,245.489,0.93047,0.65219,0.8858,0.7098,0.77308,0.69935,0.31436,2.12591,1.10523,1.36601,0.00101677,0.00101677,0.00101677
396,246.211,1.088,0.66204,0.91258,0.73615,0.75856,0.69201,0.30974,2.13192,1.09197,1.3608,0.00101512,0.00101512,0.00101512
397,246.974,0.83215,0.60123,0.88442,0.73615,0.75856,0.69201,0.30974,2.13192,1.09197,1.3608,0.00101347,0.00101347,0.00101347
398,247.831,0.98319,0.64313,0.91036,0.73615,0.75856,0.69201,0.30974,2.13192,1.09197,1.3608,0.00101182,0.00101182,0.00101182
399,248.778,0.95188,0.63531,0.88009,0.73615,0.75856,0.69201,0.30974,2.13192,1.09197,1.3608,0.00101017,0.00101017,0.00101017
400,249.658,0.87468,0.58399,0.88448,0.67419,0.7609,0.68433,0.29151,2.15756,1.1032,1.36887,0.00100852,0.00100852,0.00100852
401,250.286,0.9603,0.66442,0.87799,0.67419,0.7609,0.68433,0.29151,2.15756,1.1032,1.36887,0.00100687,0.00100687,0.00100687
402,250.89,0.8686,0.58559,0.86498,0.67419,0.7609,0.68433,0.29151,2.15756,1.1032,1.36887,0.00100522,0.00100522,0.00100522
403,251.387,1.0635,0.65248,0.89614,0.67419,0.7609,0.68433,0.29151,2.15756,1.1032,1.36887,0.00100357,0.00100357,0.00100357
404,251.998,0.8406,0.61738,0.85221,0.67483,0.81072,0.69777,0.28466,2.19156,1.10992,1.38148,0.00100192,0.00100192,0.00100192
405,252.508,1.06541,0.71582,0.88002,0.67483,0.81072,0.69777,0.28466,2.19156,1.10992,1.38148,0.00100027,0.00100027,0.00100027
406,253.035,1.00722,0.65697,0.87789,0.67483,0.81072,0.69777,0.28466,2.19156,1.10992,1.38148,0.000998616,0.000998616,0.000998616
407,253.514,0.98604,0.61233,0.89894,0.67483,0.81072,0.69777,0.28466,2.19156,1.10992,1.38148,0.000996966,0.000996966,0.000996966
408,254.146,1.07777,0.68116,0.96034,0.68401,0.7359,0.65972,0.27482,2.1912,1.09184,1.39053,0.000995316,0.000995316,0.000995316
409,254.739,1.17337,0.69783,0.94537,0.68401,0.7359,0.65972,0.27482,2.1912,1.09184,1.39053,0.000993665,0.000993665,0.000993665
410,255.34,0.76933,0.60273,0.86957,0.68401,0.7359,0.65972,0.27482,2.1912,1.09184,1.39053,0.000992015,0.000992015,0.000992015
411,256.229,0.79594,0.57232,0.84892,0.68401,0.7359,0.65972,0.27482,2.1912,1.09184,1.39053,0.000990365,0.000990365,0.000990365
412,257.24,0.80862,0.57295,0.87195,0.71973,0.76154,0.68411,0.27799,2.1658,1.11351,1.39647,0.000988714,0.000988714,0.000988714
413,257.909,0.89184,0.6527,0.89051,0.71973,0.76154,0.68411,0.27799,2.1658,1.11351,1.39647,0.000987064,0.000987064,0.000987064
414,258.895,0.99121,0.61672,0.90723,0.71973,0.76154,0.68411,0.27799,2.1658,1.11351,1.39647,0.000985414,0.000985414,0.000985414
415,259.534,0.90211,0.59733,0.89225,0.71973,0.76154,0.68411,0.27799,2.1658,1.11351,1.39647,0.000983763,0.000983763,0.000983763
416,260.032,0.97812,0.62075,0.90532,0.73099,0.78569,0.67874,0.28057,2.15793,1.11392,1.40149,0.000982113,0.000982113,0.000982113
417,260.53,0.98913,0.6383,0.92972,0.73099,0.78569,0.67874,0.28057,2.15793,1.11392,1.40149,0.000980463,0.000980463,0.000980463
418,261.07,0.87792,0.57496,0.88696,0.73099,0.78569,0.67874,0.28057,2.15793,1.11392,1.40149,0.000978812,0.000978812,0.000978812
419,261.695,0.9064,0.59465,0.87135,0.73099,0.78569,0.67874,0.28057,2.15793,1.11392,1.40149,0.000977162,0.000977162,0.000977162
420,262.26,0.92925,0.62868,0.92706,0.72045,0.78654,0.68657,0.28616,2.15435,1.10128,1.39953,0.000975512,0.000975512,0.000975512
421,262.78,0.89541,0.60275,0.89249,0.72045,0.78654,0.68657,0.28616,2.15435,1.10128,1.39953,0.000973861,0.000973861,0.000973861
422,263.227,1.01316,0.62959,0.88146,0.72045,0.78654,0.68657,0.28616,2.15435,1.10128,1.39953,0.000972211,0.000972211,0.000972211
423,263.748,0.9106,0.62769,0.86303,0.72045,0.78654,0.68657,0.28616,2.15435,1.10128,1.39953,0.000970561,0.000970561,0.000970561
424,264.38,0.89771,0.60455,0.87162,0.71517,0.80205,0.69184,0.29353,2.10522,1.09779,1.3862,0.00096891,0.00096891,0.00096891
425,264.908,0.88606,0.59479,0.89314,0.71517,0.80205,0.69184,0.29353,2.10522,1.09779,1.3862,0.00096726,0.00096726,0.00096726
426,265.528,1.09322,0.69107,0.90808,0.71517,0.80205,0.69184,0.29353,2.10522,1.09779,1.3862,0.00096561,0.00096561,0.00096561
427,266.011,0.92189,0.63349,0.91456,0.71517,0.80205,0.69184,0.29353,2.10522,1.09779,1.3862,0.000963959,0.000963959,0.000963959
428,266.676,0.86772,0.59032,0.87487,0.70109,0.77938,0.68819,0.30798,2.04131,1.09803,1.36823,0.000962309,0.000962309,0.000962309
429,267.226,1.01036,0.61674,0.86179,0.70109,0.77938,0.68819,0.30798,2.04131,1.09803,1.36823,0.000960659,0.000960659,0.000960659
430,267.73,0.86951,0.5778,0.85776,0.70109,0.77938,0.68819,0.30798,2.04131,1.09803,1.36823,0.000959008,0.000959008,0.000959008
431,268.331,0.94608,0.63465,0.92807,0.70109,0.77938,0.68819,0.30798,2.04131,1.09803,1.36823,0.000957358,0.000957358,0.000957358
432,268.893,0.87611,0.58956,0.88866,0.71694,0.73458,0.66619,0.29799,2.03099,1.12202,1.35929,0.000955708,0.000955708,0.000955708
433,269.462,0.87677,0.58296,0.85538,0.71694,0.73458,0.66619,0.29799,2.03099,1.12202,1.35929,0.000954057,0.000954057,0.000954057
434,270.245,0.85318,0.60954,0.89977,0.71694,0.73458,0.66619,0.29799,2.03099,1.12202,1.35929,0.000952407,0.000952407,0.000952407
435,271.117,0.91823,0.65274,0.90593,0.71694,0.73458,0.66619,0.29799,2.03099,1.12202,1.35929,0.000950757,0.000950757,0.000950757
436,272.073,0.88849,0.6144,0.8909,0.71697,0.7457,0.67516,0.28439,2.03927,1.11754,1.36186,0.000949106,0.000949106,0.000949106
437,272.94,0.91506,0.60084,0.88514,0.71697,0.7457,0.67516,0.28439,2.03927,1.11754,1.36186,0.000947456,0.000947456,0.000947456
438,273.565,0.91162,0.60523,0.87971,0.71697,0.7457,0.67516,0.28439,2.03927,1.11754,1.36186,0.000945806,0.000945806,0.000945806
439,274.128,0.90865,0.61563,0.86609,0.71697,0.7457,0.67516,0.28439,2.03927,1.11754,1.36186,0.000944155,0.000944155,0.000944155
440,274.844,0.9101,0.59488,0.87884,0.69514,0.77646,0.6852,0.28985,2.059,1.10292,1.36894,0.000942505,0.000942505,0.000942505
441,275.444,0.93259,0.61242,0.88609,0.69514,0.77646,0.6852,0.28985,2.059,1.10292,1.36894,0.000940855,0.000940855,0.000940855
442,275.985,1.00053,0.61653,0.91873,0.69514,0.77646,0.6852,0.28985,2.059,1.10292,1.36894,0.000939204,0.000939204,0.000939204
443,276.548,0.91859,0.60534,0.86282,0.69514,0.77646,0.6852,0.28985,2.059,1.10292,1.36894,0.000937554,0.000937554,0.000937554
444,277.094,0.87501,0.60529,0.88638,0.70424,0.75813,0.68162,0.29166,2.06961,1.13839,1.37791,0.000935904,0.000935904,0.000935904
445,277.63,0.97424,0.60568,0.88823,0.70424,0.75813,0.68162,0.29166,2.06961,1.13839,1.37791,0.000934253,0.000934253,0.000934253
446,278.272,0.95218,0.62574,0.8729,0.70424,0.75813,0.68162,0.29166,2.06961,1.13839,1.37791,0.000932603,0.000932603,0.000932603
447,278.809,0.91556,0.58987,0.86091,0.70424,0.75813,0.68162,0.29166,2.06961,1.13839,1.37791,0.000930953,0.000930953,0.000930953
448,279.332,0.86097,0.56452,0.88925,0.71597,0.75314,0.68886,0.28154,2.07933,1.17444,1.38682,0.000929302,0.000929302,0.000929302
449,279.991,0.7901,0.5649,0.87185,0.71597,0.75314,0.68886,0.28154,2.07933,1.17444,1.38682,0.000927652,0.000927652,0.000927652
450,280.453,1.10834,0.65805,0.89269,0.71597,0.75314,0.68886,0.28154,2.07933,1.17444,1.38682,0.000926002,0.000926002,0.000926002
451,281.062,0.78947,0.56717,0.87115,0.71597,0.75314,0.68886,0.28154,2.07933,1.17444,1.38682,0.000924352,0.000924352,0.000924352
452,281.658,0.94161,0.59795,0.88088,0.69809,0.78352,0.6948,0.28372,2.11253,1.20004,1.39922,0.000922701,0.000922701,0.000922701
453,282.273,0.94446,0.6269,0.88018,0.69809,0.78352,0.6948,0.28372,2.11253,1.20004,1.39922,0.000921051,0.000921051,0.000921051
454,282.823,0.95827,0.66166,0.93667,0.69809,0.78352,0.6948,0.28372,2.11253,1.20004,1.39922,0.000919401,0.000919401,0.000919401
455,283.266,0.94029,0.62242,0.88183,0.69809,0.78352,0.6948,0.28372,2.11253,1.20004,1.39922,0.00091775,0.00091775,0.00091775
456,284.098,0.98539,0.68814,0.9395,0.70544,0.77579,0.68347,0.26977,2.1035,1.18361,1.39066,0.0009161,0.0009161,0.0009161
457,284.884,0.84407,0.57443,0.84646,0.70544,0.77579,0.68347,0.26977,2.1035,1.18361,1.39066,0.00091445,0.00091445,0.00091445
458,285.735,0.91637,0.5928,0.87755,0.70544,0.77579,0.68347,0.26977,2.1035,1.18361,1.39066,0.000912799,0.000912799,0.000912799
459,286.626,1.0304,0.64797,0.93798,0.70544,0.77579,0.68347,0.26977,2.1035,1.18361,1.39066,0.000911149,0.000911149,0.000911149
460,287.536,0.79275,0.56725,0.88914,0.68714,0.76154,0.68058,0.26826,2.105,1.18046,1.38675,0.000909499,0.000909499,0.000909499
461,288.129,0.88418,0.59694,0.8714,0.68714,0.76154,0.68058,0.26826,2.105,1.18046,1.38675,0.000907848,0.000907848,0.000907848
462,288.594,0.80759,0.572,0.87913,0.68714,0.76154,0.68058,0.26826,2.105,1.18046,1.38675,0.000906198,0.000906198,0.000906198
463,289.231,0.81531,0.57253,0.86927,0.68714,0.76154,0.68058,0.26826,2.105,1.18046,1.38675,0.000904548,0.000904548,0.000904548
464,289.754,1.05922,0.668,0.92367,0.70291,0.76154,0.68716,0.27866,2.07412,1.16469,1.38407,0.000902897,0.000902897,0.000902897
465,290.218,0.84884,0.61308,0.88241,0.70291,0.76154,0.68716,0.27866,2.07412,1.16469,1.38407,0.000901247,0.000901247,0.000901247
466,290.783,0.84158,0.57016,0.86411,0.70291,0.76154,0.68716,0.27866,2.07412,1.16469,1.38407,0.000899597,0.000899597,0.000899597
467,291.263,0.86123,0.61493,0.90118,0.70291,0.76154,0.68716,0.27866,2.07412,1.16469,1.38407,0.000897946,0.000897946,0.000897946
468,291.899,0.75287,0.54169,0.85113,0.72863,0.78116,0.67878,0.28053,2.05857,1.16537,1.38921,0.000896296,0.000896296,0.000896296
469,292.523,0.80025,0.55645,0.85682,0.72863,0.78116,0.67878,0.28053,2.05857,1.16537,1.38921,0.000894646,0.000894646,0.000894646
470,293.063,1.04033,0.64217,0.8876,0.72863,0.78116,0.67878,0.28053,2.05857,1.16537,1.38921,0.000892995,0.000892995,0.000892995
471,293.701,0.9306,0.69776,0.94403,0.72863,0.78116,0.67878,0.28053,2.05857,1.16537,1.38921,0.000891345,0.000891345,0.000891345
472,294.268,0.98413,0.67676,0.89048,0.72445,0.7788,0.67965,0.26344,2.08248,1.23507,1.40831,0.000889695,0.000889695,0.000889695
473,294.827,0.97144,0.60853,0.88566,0.72445,0.7788,0.67965,0.26344,2.08248,1.23507,1.40831,0.000888044,0.000888044,0.000888044
474,295.454,0.79358,0.55814,0.85999,0.72445,0.7788,0.67965,0.26344,2.08248,1.23507,1.40831,0.000886394,0.000886394,0.000886394
475,295.896,0.92538,0.61148,0.89688,0.72445,0.7788,0.67965,0.26344,2.08248,1.23507,1.40831,0.000884744,0.000884744,0.000884744
476,296.473,0.95974,0.61123,0.89338,0.72425,0.78654,0.68604,0.27154,2.11237,1.27694,1.4222,0.000883093,0.000883093,0.000883093
477,297.055,0.8065,0.5577,0.88294,0.72425,0.78654,0.68604,0.27154,2.11237,1.27694,1.4222,0.000881443,0.000881443,0.000881443
478,297.672,0.88577,0.56845,0.87697,0.72425,0.78654,0.68604,0.27154,2.11237,1.27694,1.4222,0.000879793,0.000879793,0.000879793
479,298.468,0.81419,0.60081,0.89801,0.72425,0.78654,0.68604,0.27154,2.11237,1.27694,1.4222,0.000878142,0.000878142,0.000878142
480,299.312,0.78989,0.54592,0.85057,0.74216,0.7728,0.67289,0.25338,2.11971,1.29763,1.42503,0.000876492,0.000876492,0.000876492
481,300.114,0.93819,0.61199,0.90484,0.74216,0.7728,0.67289,0.25338,2.11971,1.29763,1.42503,0.000874842,0.000874842,0.000874842
482,301.074,0.87942,0.57156,0.87638,0.74216,0.7728,0.67289,0.25338,2.11971,1.29763,1.42503,0.000873191,0.000873191,0.000873191
483,301.818,0.948,0.59742,0.89086,0.74216,0.7728,0.67289,0.25338,2.11971,1.29763,1.42503,0.000871541,0.000871541,0.000871541
484,302.361,0.84133,0.56859,0.88517,0.73601,0.77372,0.66959,0.26274,2.09221,1.25328,1.41163,0.000869891,0.000869891,0.000869891
485,302.926,0.96929,0.64128,0.91355,0.73601,0.77372,0.66959,0.26274,2.09221,1.25328,1.41163,0.00086824,0.00086824,0.00086824
486,303.472,0.85911,0.56618,0.86381,0.73601,0.77372,0.66959,0.26274,2.09221,1.25328,1.41163,0.00086659,0.00086659,0.00086659
487,304.037,0.86138,0.59087,0.88522,0.73601,0.77372,0.66959,0.26274,2.09221,1.25328,1.41163,0.00086494,0.00086494,0.00086494
488,304.611,0.94279,0.61116,0.88653,0.7178,0.75758,0.65256,0.26985,2.08831,1.18259,1.40185,0.000863289,0.000863289,0.000863289
489,305.152,0.83709,0.57536,0.90374,0.7178,0.75758,0.65256,0.26985,2.08831,1.18259,1.40185,0.000861639,0.000861639,0.000861639
490,305.664,0.75094,0.54419,0.8727,0.7178,0.75758,0.65256,0.26985,2.08831,1.18259,1.40185,0.000859989,0.000859989,0.000859989
491,306.237,0.92328,0.60253,0.894,0.7178,0.75758,0.65256,0.26985,2.08831,1.18259,1.40185,0.000858338,0.000858338,0.000858338
492,306.887,0.93364,0.58684,0.87861,0.70983,0.7359,0.66997,0.27141,2.10164,1.17404,1.39649,0.000856688,0.000856688,0.000856688
